mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
164	164	654	654	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	2787		articStaccatoAbove								612		
164	164	655	655	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	2788		articStaccatoAbove										
165	165	656	656	0.0	0	0	StaffText	4/4	1	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>dim.</i>"									
165	165	656	656	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	2789										613		
165	165	657	657	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	2790										613		
165	165	1315/2	1315/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	2791										613		
165	165	658	658	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	2792										613		
165	165	659	659	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	2793										613		
165	165	1319/2	1319/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	2794												
165	165	1969/3	1969/3	0.0	1/12	1/12	StaffText	4/4	2	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>dim.</i>"									
165	165	1969/3	1969/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	2795												
165	165	1970/3	1970/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	2796												
165	165	657	657	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	2797												
165	165	1975/3	1975/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	2798												
165	165	1976/3	1976/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	2799												
165	165	659	659	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	2800												
165	165	656	656	0.0	0	0	StaffText	4/4	3	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>dim.</i>"									
165	165	656	656	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	2801												
165	165	1972/3	1972/3	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	2802												
165	165	1973/3	1973/3	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	2803												
165	165	658	658	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	2804												
165	165	1978/3	1978/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	2805												
165	165	1979/3	1979/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	2806												
165	165	656	656	0.0	0	0	StaffText	4/4	4	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>dim.</i>"									
165	165	656	656	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	2807										614		
165	165	657	657	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	2808										614		
165	165	1315/2	1315/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	2809										614		
165	165	658	658	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	2810										614		
165	165	659	659	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	2811										614		
165	165	1319/2	1319/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	2812												
166	166	660	660	0.0	0	0	StaffText	4/4	1	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/>p teneramente"									
166	166	660	660	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	2813										615		
166	166	1323/2	1323/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	2814												
166	166	662	662	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	2815										616		
166	166	1327/2	1327/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	2816												
166	166	1981/3	1981/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	2817												
166	166	1982/3	1982/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	2818												
166	166	661	661	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	2819												
166	166	1987/3	1987/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	2820												
166	166	1988/3	1988/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	2821												
166	166	663	663	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	2822												
166	166	660	660	0.0	0	0	Dynamic	4/4	3	1	0				p											
166	166	660	660	0.0	0	0	Dynamic	4/4	3	1	0				p											
166	166	660	660	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	2823												
166	166	1984/3	1984/3	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	2824												
166	166	1985/3	1985/3	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	2825												
166	166	662	662	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	2826												
166	166	1990/3	1990/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	2827												
166	166	1991/3	1991/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	2828												
166	166	660	660	0.0	0	0	Dynamic	4/4	4	1	0				p											
166	166	660	660	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	2829										617		
166	166	1323/2	1323/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	2830												
166	166	662	662	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	2831										618		
166	166	1327/2	1327/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	2832												
167	167	664	664	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	2833										619		
167	167	2657/4	2657/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	2834										619		
167	167	1329/2	1329/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	2835										619		
167	167	2659/4	2659/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	2836										619		
167	167	665	665	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	2837										619		
167	167	2661/4	2661/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	2838										619		
167	167	1331/2	1331/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	2839										619		
167	167	2663/4	2663/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	2840										619		
167	167	666	666	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	2841										619		
167	167	2665/4	2665/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	2842										619		
167	167	1333/2	1333/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	2843										619		
167	167	2667/4	2667/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	2844										619		
167	167	667	667	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	2845										619		
167	167	2669/4	2669/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	2846										619		
167	167	1335/2	1335/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	2847										619		
167	167	2671/4	2671/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	2848												
167	167	1993/3	1993/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	2849												
167	167	1994/3	1994/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	2850												
167	167	665	665	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	2851												
167	167	1999/3	1999/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	2852												
167	167	2000/3	2000/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	2853												
167	167	667	667	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	2854										620		
167	167	1335/2	1335/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	2855										620		
167	167	2671/4	2671/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	2856												
167	167	664	664	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	2857										621		
167	167	1331/2	1331/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	2858												
167	167	666	666	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	2859										622		
167	167	1333/2	1333/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	2860										622		
167	167	667	667	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	2861										622		
167	167	1335/2	1335/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	2862												
167	167	664	664	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	2863										623		
167	167	1331/2	1331/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	2864												
167	167	666	666	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	2865										624		
167	167	1333/2	1333/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	2866										624		
167	167	667	667	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	2867										624		
167	167	1335/2	1335/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	2868												
168	168	668	668	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	2869										625		
168	168	669	669	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	2870										625		
168	168	670	670	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	2871										625		
168	168	671	671	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	2872												
168	168	668	668	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	2873										626		
168	168	669	669	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	2874										626		
168	168	670	670	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	2875										626		
168	168	671	671	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	2876												
168	168	669	669	3.0	1/4	1/4	Chord	4/4	2	2	3/4	1/2	3/2	2877												
168	168	668	668	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	2878										627		
168	168	1337/2	1337/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	2879										627		
168	168	2675/4	2675/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	2880										627		
168	168	669	669	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	2881										627		
168	168	1339/2	1339/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	2882										627		
168	168	2679/4	2679/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	2883										627		
168	168	670	670	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	2884										627		
168	168	1341/2	1341/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	2885										627		
168	168	2683/4	2683/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	2886										627		
168	168	671	671	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	2887										627		
168	168	1343/2	1343/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	2888										627		
168	168	2687/4	2687/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	2889												
168	168	668	668	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	2890												
168	168	670	670	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	2891										628		
168	168	1341/2	1341/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	2892										628		
168	168	2683/4	2683/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	2893										628		
168	168	671	671	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	2894										628		
168	168	1343/2	1343/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16	1/16	1	2895										628		
168	168	2687/4	2687/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	2896												
169	169	672	672	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	2897										629		
169	169	1345/2	1345/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	2898										629		
169	169	2691/4	2691/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	2899										629		
169	169	673	673	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	2900										629		
169	169	1347/2	1347/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	2901										629		
169	169	2695/4	2695/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	2902										629		
169	169	674	674	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	2903										629		
169	169	1349/2	1349/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	2904										629		
169	169	2699/4	2699/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	2905										629		
169	169	675	675	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	2906										629		
169	169	1351/2	1351/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	2907										629		
169	169	2703/4	2703/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	2908												
169	169	672	672	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	2909												
169	169	673	673	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	2910										630		
169	169	1347/2	1347/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	2911										630		
169	169	2695/4	2695/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	2912										630		
169	169	674	674	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	2913										630		
169	169	1349/2	1349/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	2914										630		
169	169	2699/4	2699/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	2915										630		
169	169	675	675	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	2916										630		
169	169	1351/2	1351/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	2917										630		
169	169	2703/4	2703/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	2918												
169	169	672	672	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	2919										631		
169	169	673	673	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	2920										631		
169	169	674	674	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	2921										631		
169	169	675	675	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	2922												
169	169	672	672	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	2923										632		
169	169	673	673	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	2924										632		
169	169	674	674	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	2925										632		
169	169	675	675	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	2926												
170	170	676	676	0.0	0	0	StaffText	4/4	1	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
170	170	676	676	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	2927												
170	170	677	677	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	2928												
170	170	1355/2	1355/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	2929										633		
170	170	2711/4	2711/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	2930										633		
170	170	678	678	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	2931												
170	170	679	679	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	2932												
170	170	1359/2	1359/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	2933										634		
170	170	2719/4	2719/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	2934										634		
170	170	676	676	0.0	0	0	StaffText	4/4	2	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
170	170	676	676	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	2935												
170	170	1353/2	1353/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	2936												
170	170	677	677	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	2937										635		
170	170	2709/4	2709/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	2938										635		
170	170	1355/2	1355/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	2939										635		
170	170	2711/4	2711/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	2940												
170	170	678	678	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	2941												
170	170	1357/2	1357/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	2942												
170	170	679	679	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	2943										636		
170	170	2717/4	2717/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	2944										636		
170	170	1359/2	1359/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	2945										636		
170	170	2719/4	2719/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	2946												
170	170	676	676	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	2947												
170	170	1353/2	1353/2	0.0	1/8	1/8	StaffText	4/4	3	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
170	170	1353/2	1353/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	2948										637		
170	170	2707/4	2707/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	2949										637		
170	170	677	677	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	2950										637		
170	170	1355/2	1355/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	2951										637		
170	170	2711/4	2711/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	2952										637		
170	170	678	678	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	2953												
170	170	1357/2	1357/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	2954										638		
170	170	2715/4	2715/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	2955										638		
170	170	679	679	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	2956												
170	170	676	676	0.0	0	0	StaffText	4/4	4	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
170	170	677	677	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	2957												
170	170	679	679	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	2958												
171	171	680	680	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	2959												
171	171	681	681	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	2960												
171	171	1363/2	1363/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	2961										639		
171	171	2727/4	2727/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	2962										639		
171	171	682	682	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	2963										639		
171	171	2729/4	2729/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	2964										639		
171	171	1365/2	1365/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	2965										639		
171	171	2731/4	2731/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	2966										639		
171	171	683	683	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	2967										639		
171	171	2733/4	2733/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	2968										639		
171	171	1367/2	1367/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	2969										639		
171	171	2735/4	2735/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	2970												
171	171	680	680	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	2971												
171	171	1361/2	1361/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	2972												
171	171	681	681	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	2973										640		
171	171	2725/4	2725/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	2974										640		
171	171	1363/2	1363/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	2975										640		
171	171	2727/4	2727/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	2976										640		
171	171	682	682	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	2977										640		
171	171	2729/4	2729/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	2978										640		
171	171	1365/2	1365/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	2979										640		
171	171	2731/4	2731/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	2980										640		
171	171	683	683	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	2981										640		
171	171	2733/4	2733/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	2982										640		
171	171	1367/2	1367/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	2983										640		
171	171	2735/4	2735/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	2984												
171	171	680	680	0.25	0	0	Chord	4/4	3	1	1/16	1/16	1	2985										641		
171	171	2721/4	2721/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16	1/16	1	2986										641		
171	171	1361/2	1361/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	2987										641		
171	171	2723/4	2723/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	2988												
171	171	681	681	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	2989												
171	171	682	682	0.25	1/2	1/2	Chord	4/4	3	1	1/16	1/16	1	2990										642		
171	171	2729/4	2729/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16	1/16	1	2991										642		
171	171	1365/2	1365/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	2992										642		
171	171	2731/4	2731/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	2993										642		
171	171	683	683	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	2994		articStaccatoAbove										
171	171	1367/2	1367/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	2995		articStaccatoAbove										
171	171	681	681	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	2996												
171	171	683	683	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	2997												
172	172	684	684	0.0	0	0	StaffText	4/4	1	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/>p "									
172	172	684	684	0.0	0	0	StaffText	4/4	1	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>teneramente</i>"									
172	172	684	684	0.0	0	0	StaffText	4/4	1	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>dolce</i>"									
172	172	684	684	4.0	0	0	Chord	4/4	1	1	1	1	1	2998												
172	172	684	684	0.0	0	0	Dynamic	4/4	2	1	0				p											
172	172	684	684	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	2999										643		
172	172	685	685	0.0	1/4	1/4	StaffText	4/4	2	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>dolce</i>"							643		
172	172	685	685	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	3000										643		
172	172	686	686	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	3001										643		
172	172	687	687	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	3002												
172	172	684	684	0.0	0	0	Dynamic	4/4	3	1	0				p											
172	172	684	684	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	3003										644		
172	172	685	685	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	3004										644		
172	172	686	686	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	3005										644		
172	172	1373/2	1373/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	3006										644		
172	172	2747/4	2747/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	3007										644		
172	172	687	687	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	3008										644		
172	172	1375/2	1375/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	3009										644		
172	172	2751/4	2751/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	3010												
172	172	684	684	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	3011										645		
172	172	1369/2	1369/2	0.0	1/8	1/8	Dynamic	4/4	4	1	0				p									645		
172	172	1369/2	1369/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	3012										645		
172	172	2739/4	2739/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	3013										645		
172	172	685	685	0.0	1/4	1/4	StaffText	4/4	4	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>dolce</i>"							645		
172	172	685	685	0.0	1/4	1/4	StaffText	4/4	4	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>dolce</i>"							645		
172	172	685	685	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	3014										645		
172	172	1371/2	1371/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16	1/16	1	3015										645		
172	172	2743/4	2743/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	3016												
172	172	686	686	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	3017										646		
172	172	1373/2	1373/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	3018										646		
172	172	2747/4	2747/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	3019										646		
172	172	687	687	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	3020										646		
172	172	1375/2	1375/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16	1/16	1	3021										646		
172	172	2751/4	2751/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	3022												
173	173	688	688	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	3023												
173	173	689	689	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	3024										647		
173	173	1379/2	1379/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	3025										647		
173	173	2759/4	2759/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	3026										647		
173	173	690	690	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	3027										647		
173	173	691	691	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	3028										647		
173	173	1383/2	1383/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	3029										647		
173	173	2767/4	2767/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	3030												
173	173	688	688	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	3031										648		
173	173	1377/2	1377/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	3032										648		
173	173	2755/4	2755/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	3033										648		
